Identidade da viagem,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Captain's name
48052,NS do Monte do Carmo e S José,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1742,,"Rocha, Antônio"
48054,Santana S Joaquim e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1742,,"Delgado, André Pinto"
52006,Santana e Bom Jesus da Boa Nova S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,293,"Reis, Francisco Lopes dos<br/> Alvarez , João Pereira"
52012,S Miguel o Anjo e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,250,"Oliveira, Tomás de Souza de"
52013,NS da Penha da França e Boa Hora,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,413,"Moraes, Francisco Henriques de"
50626,NS da Barroquinha e S Rita,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,290,"Mendonça, João Furtado de"
50627,NS das Mercês S José e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,188,"Oliveira, Manoel Ferreira de"
50629,Jesus Maria José S Francisco Xavier e Almas,"Bahia, port unspecified","Bight of Benin, port unspecified","Bahia, port unspecified",1742,233,"Henriques, Francisco de Freitas"
50633,NS da Boa Hora Santana S Joaquim e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,240,"Lourenço, Domingos<br/> Fonseca, Manoel da"
50634,Santiago e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,242,"Lourenço, Manoel<br/> Pinheiro, Pedro Gonçalves"
50635,NS dos Milagres S José e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,326,"Pereira, José da Cunha"
50636,S Miguel e o Anjo Custódio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,339,"Vilasboas, João de<br/> Pontes, Manoel Antônio da Silva"
50637,NS da Conceição da Praia S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,282,"Lima, João Pereira"
50639,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,146,"Correa, Félix Ribeiro<br/> Gomes, Manoel Jacinto"
50640,NS da Conceição e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,155,"Gouvêa, Félix José de"
50641,S Isabel Rainha de Portugal e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,254,"Fortes, Antônio da Silva"
50642,Bom Jesus de Vilanova e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,473,"Ferreira, Antônio de Bastos"
50643,Santana e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,,"Silva, Pedro da Costa e"
50644,Jesus Maria José e Santana,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,,"Fonseca, Antônio da Costa da"
50645,NS da Vida S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,,"Caldeira, Pedro Gomes"
50646,Bom Jesus da Confiança e NS da Penha de França,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,,"Abreu, João Dorneles de"
50647,Santana e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,,"Luz, Francisco Gonçalves da"
50649,Jesus Maria José S Francisco Xavier e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,,"Henriques, Francisco de Freitas"
50651,NS do Socorro e Bom Jesus da Vilanova,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,,"Moraes, João da Cruz de"
50652,NS da Guia S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,,"Azevedo, Afonso"
50654,NS do Pilar S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1742,,"Coelho, Manoel Soares"
8145,Bom Jesus da Pedra e S Rita,Rio de Janeiro,Luanda,"Bahia, port unspecified",1743,589,"Gomes, Damásio<br/> Silva, André Mendes da"
8746,Jesus Maria José e Santana,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1743,414,"Palha, Diogo Coceiro"
8747,NS do Monte do Carmo e S Teresa,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1743,276,"Matos, João Rabelo de"
49675,NS do Livramento S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1743,436,"Álvares, Afonso"
48037,NS dos Remédios e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1743,,"Marques, Domingos"
48038,Santana S Joaquim e NS da Conceição,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1743,341,"Lourenço, Manoel"
48050,NS das Mercês S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1743,282,"Santos, Manoel Antônio dos"
48053,NS de Nazaré S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1743,348,"Silva, Simão da"
48055,Jesus Maria José e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1743,,"Silva, Faustino Luís da"
48056,NS da Boa Viagem e Santana,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1743,,"Prazeres, Manoel Francisco dos"
48058,NS da Mãe de Deus e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1743,,"Costa, Antônio Branco da"
48060,NS das Mercês S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1743,,"Santos, Manoel Antônio dos"
48061,NS do Monte do Carmo e S Elias,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1743,,"Marques, Antônio"
48062,S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1743,,"_______, Caetano de Lemos"
48064,S Rita S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1743,368,"Porto, João Luís"
50648,NS da Ajuda e Bom Jesus de Bouças,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1743,235,"Braga, Manoel da Costa"
50650,NS das Mercês S José e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1743,,"Oliveira, Manoel Ferreira de"
50656,S Miguel o Anjo Custódio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1743,392,"Souza, Tomás de"
50671,Bom Jesus da Confiança e NS da Penha de França,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1743,,"Ferreira, Jerônimo Leite"
50672,S André e Santana,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1743,,"Faria, Antônio Correa de"
8749,NS da Conceição e Santana,Lisbon,Luanda,"Bahia, port unspecified",1744,,"Salgado, Luís Ferreira<br/> Valadares, Domingo Borges"
8751,NS do Carmo S José e Almas,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",1744,,"Francisco, Clemente<br/> Rodrigues Farto, Manoel"
8754,S Domingos NS do Rosario e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1744,,"Tavares, Luís Pereira"
8757,NS do Monte do Carmo e S Elias,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1744,,"Farto, Manoel Rodrigues<br/> Marques, Antônio"
8760,NS do Monte do Carmo e S João Batista,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1744,,"Vale, Francisco do"
8762,NS da Mãe de Deus e S Antônio e Almas,Lisbon,Luanda,"Bahia, port unspecified",1744,,"Lisboa, José Gonçalves<br/> Gama, Manoel dos Santos"
8764,Jesus Maria José e Santana,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1744,,"Santos, Pedro Francisco dos"
8765,NS dos Remédios S Francisco e Santana,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1744,,"Borges, Francisco<br/> Silva, Leão Francisco da"
8766,NS da Glória,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1744,,"Fangueiro, André Gonçalves"
40233,Bom Jesus da Pedra S Rita e S Domingos,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,,"Souza, Tomás de"
40285,S José S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,,"Calado, José de Almeida<br/> Silva, João Ferreira da"
41063,NS da Guia Santana S Antônio e Almas,Paraiba,Gold Coast east of Kormantine,Paraiba,1744,,"Costa, Vicente Pereira da"
41064,NS do Livramento S Antônio e Almas,"Pernambuco, port unspecified",Gold Coast east of Kormantine,"Pernambuco, port unspecified",1744,,"Carvalho, Francisco Ferreira"
49674,NS do Rosario e S Reis,"Bahia, port unspecified",Cacheu,"Bahia, port unspecified",1744,221,"Melo, Bonifácio de"
49826,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,501,"Fortes, Antônio da Silva"
48063,NS da Graça S João Batista e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1744,15,"Cruz, Francisco Lopes da"
48065, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1744,,"_________, Bernardo"
48066,Bom Jesus de Vilanova e NS do Pilar,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1744,,"Correa, Alexandre Pinto"
48069,NS Aparecida e S José,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1744,,"Santos, João da Silva"
48070,NS ________ e S Elias,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1744,,
48071,NS da Conceição e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1744,,"Barreiros, Paulo Fernandes"
48072,NS da Conceição e Sra dos Anjos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1744,,
48073,NS da Conceição e Penha da França,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1744,,"Álvares, Francisco"
48074,NS da Conceição S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1744,,"Oliveira, José de"
48076,NS das Necessidades S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1744,,"Silva, João Francisco"
48078,Santana S Joaquim e NS da Conceição,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1744,,"Silva, Faustino Luís da"
52015,NS das Mercês S Antônio e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1744,,"Coelho, Paulo Vaz"
52016,NS da Vida S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,,"Caldeira, Pedro Gomes"
50653,NS da Barroquinha e S Rita,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,410,"Mateus, Manoel Antônio"
50655,NS da Penha da França e Boa Hora,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,492,"Moraes, Francisco Henriques de"
50657,S Isabel Rainha de Portugal e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,321,"Cruz, Antônio Francisco da"
50658,Bom Jesus de Vilanova e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,551,"Sena, Francisco da Silva"
50659,NS da Boa Hora Santana S Joaquim e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,381,"Fonseca, Manoel Gonçalves da"
50660,Santana Bom Jesus da Boa Hora e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,474,"Gouvêa, Félix José de"
50661,S José S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,436,"Silva, Manoel José Ferreira da"
50662,Jesus Maria José e Santana,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,437,"Fonseca, Antônio da Costa da"
50663,S Pedro e S Antônio de Lisboa,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,443,"Cotrim, Manoel Pinto"
50664,Santana e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,373,"Luz, Francisco Gonçalves da"
50665,Jesus Maria José S Francisco Xavier e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,343,"Henriques, Francisco de Freitas"
50666,NS da Vida S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,572,"Caldeira, Pedro Gomes"
50667,Bom Jesus da Pedra S Rita e S Domingos,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,528,"Cruz, Domingos Luís da<br/> Souza, Tomás de"
50668,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,250,"Gomes, Manoel Jacinto"
50669,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1744,,"Barbosa, Matias"
50679,NS da Graça S João Batista e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1744,,"Ferreira, João da Silva"
41065,NS da Mãe de Deus e Almas,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1745,,"Miranda, João Batista de"
41066,NS das Mercês e S José,"Pernambuco, port unspecified",Kormantine,"Pernambuco, port unspecified",1745,,"Viana, Manoel da Costa"
41067,NS do Livramento S Antônio e Almas,"Pernambuco, port unspecified",Kormantine,"Pernambuco, port unspecified",1745,,"Luz, Manoel Antunes da"
48083,NS da Glória,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1745,,"Fangueiro, André Gonçalves"
48086,NS do Carmo e S José,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1745,,"Vale, Francisco do"
48087,NS do Carmo S José e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1745,,"Farto, Manoel Rodrigues"
48089,NS do Monte do Carmo e S Elias,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1745,,"Marques, Antônio"
48090,NS dos Remédios S Francisco e S Amaro,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1745,,"Marques, Domingos"
48092,O Venerável Padre José de Anchieta e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1745,,"Silva, Domingos da"
51807,Jesus Maria José e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1745,401,"Pereira, José Francisco<br/> João, Bernardo"
51808,NS da Conceição Penha de França e Santana,Lisbon,Luanda,"Bahia, port unspecified",1745,332,"Andrade, Manoel Francisco de<br/> Martins, Francisco"
51809,NS de Nazaré S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1745,291,"Silva, Simão da"
51810,S Rita S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1745,342,"Delgado, André Pinto<br/> Monteiro de Miranda, Luís"
52038,NS do Rosario e S Reis,Lisbon,Cacheu,"Bahia, port unspecified",1745,,"Melo, Bonifácio de"
50670,NS dos Milagres S José e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1745,461,"Pereira, José da Cunha"
50673,NS do Socorro e Bom Jesus da Vilanova,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1745,344,"Moraes, João da Cruz de"
50674,Bom Jesus da Confiança e NS da Penha de França,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1745,490,"Ferreira, Jerônimo Leite<br/> Gil, Pedro Gonçalves"
50678,S Miguel o Anjo e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1745,420,"Álvares, Afonso"
50685,S Cruz NS do Ó e Almas,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1745,,"Costa, Antônio Fernandes da"
41070,NS das Mercês e S José,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1746,,"Melo, Manoel Vieira de"
41071,NS do Carmo e S Francisco Xavier,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1746,,"Miranda, João Batista de"
41072,NS do Carmo e S Francisco Xavier,"Pernambuco, port unspecified",Kormantine,"Pernambuco, port unspecified",1746,,"Mota, Francisco Correa"
41073,NS do Livramento S Antônio e Almas,"Pernambuco, port unspecified",Gold Coast east of Kormantine,"Pernambuco, port unspecified",1746,,"Luz, Manoel Antunes da"
49497,"NS da Conceição, S Francisco Xavier e Almas",Sao Tome,Sao Tome,"Bahia, port unspecified",1746,24,"Gouvêa, Félix José de"
48094, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1746,,"_________, Antônio"
48097,NS da Conceição Penha de França e Santana,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1746,,"Andrade, Manoel Francisco de"
48098,NS da Conceição S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1746,,"Prazeres, Manoel Francisco dos"
48099,NS da Glória,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1746,,"Fangueiro, André Gonçalves"
48100,NSr do Bonfim NS da Mãe de Deus e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1746,,"Santos, José dos"
48101,NS do Monte do Carmo,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1746,408,
48102,NS do Monte do Carmo e S Elias,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1746,,"Marques, Antônio"
48103,NS de Nazaré S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1746,,
48105,NS dos Remédios e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1746,,"Marques, Domingos"
48107,NS dos Remédios e S Antônio,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1746,,"Silva, Francisco"
51811,Jesus Maria José e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1746,271,"Pereira, José Francisco"
51812,Santana S Joaquim e NS da Conceição,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1746,327,"Silva, Faustino Luís da"
51813,S Domingos NS do Rosario e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1746,389,"Tavares, Luís Pereira"
52017,NS da Ajuda e Bom Jesus de Bouças,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1746,370,"Gomes, Jacinto"
50675,S João Batista e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1746,444,"Braga, Manoel da Costa"
50676,NS da Conceição e Santana,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1746,329,"Serra, Francisco da Silva"
50677,Bom Jesus de Além e NS da Esperança,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1746,483,"Cruz, Manoel Gonçalves da"
50680,Santana e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1746,339,"Luz, Francisco Gonçalves da<br/> Abreu, José de"
50681,NS da Boa Hora Santana S Joaquim e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1746,389,"Fonseca, Manoel Gonçalves da"
