Identidade da viagem,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Captain's name
41040,NS do Livramento e Almas,"Pernambuco, port unspecified",Elmina,"Pernambuco, port unspecified",1735,,"Correa, Alexandre Pinto"
41041,NS do Monte do Carmo e S João Batista,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1735,,"Pereira, João Martins"
49500,Rainha dos Anjos e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1735,94,"Machado, Manoel Muniz"
49501,NS da Vida S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1735,643,"Delgado, Antônio Vicente"
49502,NS da Vida S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1735,427,"Miranda, Luís Monteiro de"
49513,NS do Rosario e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1735,35,"Abreu, João Dorneles de"
49514,NS do Rosario e S Domingos,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1735,502,"Moraes, Romígio Henrique"
49515,NS do Rosario e S João Batista,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1735,390,"Dias, José"
49684,Jesus Maria José e Familia Sacra,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1735,399,"Santos, Francisco João dos"
49685,NS das Mercês e S José,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1735,264,"Chaves, João de Lemos"
49691,NS do Varadouro,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1735,270,"Azevedo, Francisco Pereira de"
49823,NS do Livramento,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1735,385,"Costa, Manoel Francisco da"
49824,NS do Pilar S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1735,373,"Nunes, Luís"
51627,Jesus Maria José,Madeira,Luanda,"Bahia, port unspecified",1735,,
51942,NS do Monte Santiago e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1735,400,"Ferreira, Francisco da Costa<br/> Bastos, Manoel Luís (a) Fernandes"
51944,NS de Nazaré e S José,"Bahia, port unspecified","Bight of Benin, port unspecified","Bahia, port unspecified",1735,65,"Pereira, Antônio"
51945,NS da Penha e S Francisco,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1735,,"Marques, Antônio dos Santos<br/> Brito, Antônio Nunes de"
51981,NS do Livramento e Bom Jesus do Penedo,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1735,,"Fonseca, Manoel Gomes da"
51983,Bom Jesus da Confiança e NS da Penha de França,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1735,,"Maciel, Manoel Dias"
51984,S João Batista,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1735,,"Manos, José de"
50600,NS da Boa Morte Conceição e S Boaventura,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1735,5,"Henriques, Francisco de Freitas"
50609,NS da Ajuda S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1735,250,"Ribeiro, Domingos Pires<br/> Forte, Antônio da Silva"
50610,Bom Jesus da Vilanova NS do Pilar e Santana,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1735,294,"Barros, Manoel de"
50615,Bom Jesus da Confiança e NS da Penha da França,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1735,399,"Maciel, Manoel Dias"
50617,S Miguel o Anjo e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1735,312,"Cruz, Domingos Rodrigues<br/> Franco, Tomás Dias"
50619,NS do Livramento S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1735,437,"Ribeiro, Domingos Pires"
41042,NS da Conceição S José e Almas,"Pernambuco, port unspecified",Elmina,"Pernambuco, port unspecified",1736,,"Braga, Augusto Pereira"
41043,NS da Soledade e Guadalupe,"Pernambuco, port unspecified",Gold Coast east of Kormantine,"Pernambuco, port unspecified",1736,,"Furtado, José"
41045,NS do Rosario e Santana,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1736,,"Jardim, José Gomes"
41047,Santana e S Francisco Xavier,"Pernambuco, port unspecified","Bight of Benin, port unspecified","Pernambuco, port unspecified",1736,,"Amaral, Jorge Garcia do"
47488,Santiago e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1736,446,"Costa, João Ferreira da"
48001,Bom Jesus de Vilanova _______,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1736,,"Jardim, Manoel Gomes"
48002,Jesus Maria José,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1736,,"Farto, Manoel Rodrigues"
48006,NS dos Remédios e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1736,,"Marques, Domingos"
48007,NS S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1736,209,"Chaves, João de Lemos"
48008,S José,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1736,,
49475,NS Maria José e Santana,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1736,412,"Palha, Diogo Coceiro"
49476,NS dos Mártires e S Jerônimo,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1736,295,"Paiva, Jerônimo de"
49503,NS da Penha e S Francisco,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1736,880,"Muniz, Afonso"
49504,NS das Mercês S José e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1736,264,"Lisboa, Manoel dos Santos"
49505,NS das Mercês S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1736,265,"Cruz, José Pereira da"
49506,NS das Necessidades,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1736,318,"Delgado, André Pinto"
49507,NS das Ondas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1736,442,"Muniz, Salvador"
49508,NS de Nazaré S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1736,710,"Anjo, José Gonçalves<br/> Cunha, José"
49509,NS do Pilar e S Félix,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1736,110,
49510,NS do Pilar e Santana,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1736,369,"Silva, João Ferreira da"
49511,Santana e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1736,455,"Coelho, Antônio Ferreira"
49512,S Antônio das Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1736,310,"Silva, Simão da"
51940,NS da Ajuda S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1736,,
51943,NS da Boa Hora Santana e S Joaquim,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1736,517,"Calado, José de Almeida"
51973,S Isabel S José e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1736,,"Braga, Antônio Pereira"
51976,S Miguel o Anjo e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1736,,"Cruz, Domingos Rodrigues"
51979,NS de Nazaré e S Antônio das Barreiras,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1736,481,"Bastos, Manoel de Araújo"
51980,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1736,372,"Gil, Antônio Pinheiro"
51986,NS da Conceição e S Antônio,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1736,,"Silva, Agostinho da"
8139,NS do Monte do Carmo e S Elias,Rio de Janeiro,Luanda,"Bahia, port unspecified",1737,571,"Neto, Antônio"
41048,NS da Boa Morte e Todos os Santos,"Pernambuco, port unspecified",Elmina,"Pernambuco, port unspecified",1737,,"Carvalho, Caetano Ferreira do"
41049,NS da Vida S Antônio e Almas,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1737,,"Carvalho, Antônio Ferreira"
41050,NS do Livramento e Almas,"Pernambuco, port unspecified",Elmina,"Pernambuco, port unspecified",1737,,"Correa, Alexandre Pinto"
47399,S Miguel o Anjo e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1737,356,"Álvares, João Pereira"
47487,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1737,231,"Faria, Antonio Correa de"
49474,NS Maria José e Santana,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1737,431,"Palha, Diogo Coceiro"
49477,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1737,335,"Costa, Manoel Moreira"
49478,NS do Rosario e S João Batista,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1737,422,"Delgado, José Pinto"
49479,NS das Necessidades e Bonsucesso e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1737,339,"Braga, Manoel da Costa"
49480,NS do Cabo,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1737,402,"Muniz, Francisco"
49481,NS da Assunção e S João Batista,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1737,508,"Chaves, João de Lemos"
49482,Jesus Maria José e Familia Sacra,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1737,54,"Santos, Francisco João dos"
48013,NS ________ e S Elias,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1737,,"_____, Domingos _____"
48019,NS do Monte do Carmo e S Teresa,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1737,,"Barbosa, Matias"
48020,NS do Varadouro S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1737,,"Arena, Matias Cardoso"
48021,S João Batista,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1737,,"Batista, Leonardo"
48023,S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1737,503,"Gomes, Alexandre Francisco<br/> Souza, João"
51961,NS das Mercês S José e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1737,,"Lisboa, Manoel dos Santos"
51964,Jesus Maria José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1737,,"Coelho, Jerônimo da Silva"
51970,Santana S Joaquim e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1737,16,"Azevedo, Silvestre Carneiro"
51971,NS do Livramento S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1737,424,"Freitas, Francisco de<br/> Álvares, Afonso"
51972,Rainha dos Anjos e S Antônio,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1737,139,"Machado, Manoel Martins"
51974,NS do Pilar S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1737,393,"Cruz, Domingos Luís da<br/> Henriques, Francisco de Freitas"
51975,NS do Bonsucesso e S Francisco Xavier,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1737,359,"Caldeira, Pedro Gomes"
51977,Santana e S Joaquim,"Bahia, port unspecified",Elmina,"Bahia, port unspecified",1737,122,"Abreu, João Dorneles de"
51978,S João Batista,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1737,565,"Ribeiro, Domingos Pires"
51982,NS do Varadouro S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1737,403,"Costa, Manoel Francisco da"
51985,NS da Barroquinha e S Rita,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1737,411,"Ferreira, Nicolão Vicente"
51987,NS do Livramento,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1737,471,"Belém, José de Oliveira"
51988,NS do Rosario e S Domingos,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1737,144,"Cunha, José da"
8496,S Antônio e Almas,Rio de Janeiro,Benguela,"Bahia, port unspecified",1738,141,"Serra, José da"
8661,S Rita e S Antônio,Rio de Janeiro,Luanda,"Bahia, port unspecified",1738,371,"Porto, João Luís"
8663,NS das Necessidades S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1738,347,"Gomes, Alexandre Francisco"
8665,NS do Carmo e S João Batista,"Pernambuco, port unspecified",Luanda,"Bahia, port unspecified",1738,,"Costa, Antônio Francisco da<br/> Lopez Cobre, Francisco"
8666,NS da Saúde e S Domingos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1738,,"Pinto, Antônio Ferreira"
8669,NS da Assunção e S João Batista,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1738,450,"Chaves, João de Lemos"
8675,NS do Livramento Santana e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1738,451,"Maringá, João Paulino<br/> Pinto, Manoel"
8676,NS do Carmo e S Elias,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1738,,"Marques, Domingues"
47454,NS da Soledade e Guadalupe,"Pernambuco, port unspecified","Bight of Benin, port unspecified","Pernambuco, port unspecified",1738,,"Furtado, José<br/> Ramos, José Rodrigues"
47473,S João Batista,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1738,407,"Ribeiro, Domingos Pires"
47587, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1738,,"Silva, Marcos Gomes da"
49825,NS da Penha e S Francisco,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1738,773,"Araújo, Jerônimo Antônio de"
48027,NS do Monte do Carmo e S Elias,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1738,,"_________, Antônio"
51946,Santiago e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1738,375,"Costa, João (a) Pedro Ferreira da"
51949,Santana e S Joaquim,"Bahia, port unspecified",West of Cape Apolonia,"Bahia, port unspecified",1738,,"Franco, Tomás Dias"
51950,NS da Vida e S Antônio da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1738,585,"Caldeira, Pedro Gomes"
51954,S José S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1738,,"Dias, Manoel"
51958,Santiago e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1738,,"Costa, João Ferreira da"
51959,NS da Penha e S Francisco,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1738,,"Ribeiro, Domingos Pires"
51960,NS da Boa Hora Santana e S Joaquim,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1738,356,"Calado, José de Almeida"
51963,Bom Jesus da Vilanova NS do Pilar e S,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1738,294,"Sampaio, José Lopes"
51965,Jesus Maria José e Santana,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1738,564,"Costa, Manoel Francisco da"
51966,S Miguel e o Anjo Custódio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1738,425,"Siqueira, José Rodrigues da"
51967,Rainha dos Anjos e S Antônio,"Bahia, port unspecified",Calabar,"Bahia, port unspecified",1738,95,"Silva, Henrique da"
51968,NS da Barroquinha e S Rita,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1738,416,"Gouvêa, Félix José de"
51989,S Miguel e o Anjo Custódio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1738,,"Viana, José Rodrigues"
51990,S Miguel o Anjo e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1738,,"Gil, Antônio Pinheiro"
51991,NS da Boa Hora Santana e S Joaquim,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1738,,"Serra, Manoel Francisco da Silva"
8678,NS dos Mártires e S Jerônimo,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1739,398,"Paiva, Jerônimo de"
49472,NS das Necessidades S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1739,333,"Calado, José de Almeida"
49473,NS Maria José,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1739,440,"Viana, Matias Ferreira"
48024,NS das Mercês S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1739,312,"Santos, Manoel Antônio dos"
48025,NS das Necessidades e Bonsucesso e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1739,370,"Braga, Manoel da Costa"
48029,NS do Rosario e S Antônio,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1739,329,"Silva, Faustino Luís da"
48033,Santana S Joaquim e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1739,260,"Delgado, André Pinto"
48040,NS das Angústias e NS do Livramento,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1739,,"Dias, José dos Santos"
48042,NS do Carmo e S Elias,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1739,,"Carmo, Antônio do"
48044,NS dos Milagres S José e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1739,,"Pereira, José da Cunha"
51947,NS do Livramento S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1739,432,"Álvares, Afonso"
51948,Jesus Maria José e Santana (a) Leão Dourado,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1739,391,"Moura, Francisco de Souza<br/> Carvalho, José de Matos de<br/> Gonçalves, Pedro"
51951,NS da Conceição da Praia S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1739,348,"José, Raimundo<br/> Basto, Antônio de"
51952,NS das Mercês S Antônio e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1739,32,"Albuquerque, José de<br/> Maciel, Pedro Vaz"
51953,Bom Jesus de Vilanova (a) Bom Jesus da Confiança,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1739,603,"Maciel, Manoel Dias"
51955,S André e Santana,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1739,,"Faria, Antônio Correa de"
51956,NS do Pilar S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1739,357,"Henriques, Francisco de Freitas<br/> Cruz, Domingos Luis da"
51957,Jesus Maria José e Santana,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1739,600,"Silva, João Ferreira da"
51969,NS da Conceição e S Antônio da Mouraria,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1739,326,"Bastos, Manoel de Araújo"
51992,NS das Mercês S José e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1739,,"Oliveira, Manoel Ferreira de"
51993,S João Batista,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1739,,"Vieira, Francisco de Souza"
51994,Jesus Maria José e Santana,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1739,,"Vieira, Francisco de Souza"
51998,S Isabel Rainha de Portugal e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1739,,"Fortes, Antônio da Silva"
50620,NS das Mercês S Antônio e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1739,,"Maciel, Pedro Vaz"
8683,NS de Nazaré S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1740,313,"Souza, Tomás de"
8686,S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1740,431,"Câmara, João da<br/> Souza, João de"
8688,NS da Boa Viagem e Santana,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1740,,"Costa, Antônio Franco da"
8689,Jesus Maria José e Familia Sacra,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1740,327,"Viana, Matias Ferreira"
8691,NS da Conceição e Penha da França,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1740,304,"Muniz, Francisco Álvares"
8695,NS da Piedade e Almas,Lisbon,Luanda,"Pernambuco, port unspecified",1740,,"Lobo, Bento Fernandes"
8696,Jesus Maria José e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1740,420,"Paula, Diogo Carneiro"
8698,NS da Saúde e S Domingos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1740,,"Pinto, Antônio Ferreira<br/> Rodrigues Farto, Manoel"
40284,Santana e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,"Caldeira, Pedro Gomes"
41053,NS da Boa Morte e Todos os Santos,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1740,,"Correa, Alexandre Pinto"
41055,NS da Lampadosa,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1740,,"Jardim, José Gomes"
41056,NS do Pilar,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1740,,"Costa, Manoel da"
47588, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,
47589,Jesus Maria José e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,"Vieira, Francisco de Souza<br/> Serra, Francisco da Silva"
41233,NS das Mercês e S Antônio,Lisbon,Bissau,"Bahia, port unspecified",1740,,"Souza, Antonio da"
48022,NS da Ajuda S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1740,396,"Gomes, Alexandre Francisco"
51962,NS da Ajuda e Bom Jesus de Bouças,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,"Abraes, Francisco Henriques<br/> Pereira, José Álvares"
51995,Santana e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,"Calado, José de Almeida"
51996,NS do Carmo e Bom Jesus de Vilanova (a) Socorro,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,"Moraes, João da Cruz de"
51997,NS da Conceição e S Antônio da Mouraria,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,"Bastos, Manoel de Araújo"
51999,NS da Conceição e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,"Gouvêa, Félix José de"
52003,NS da Vida e S Antônio da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,"Barbosa, Matias"
52004,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,"Álvares, João Pereira<br/> Bastos, Manoel Fernandes"
52005,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,"Ribeiro, Félix<br/> Coelho, Antônio Ferreira"
52007,NS da Conceição da Praia S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,"Ferreira, Antônio de Bastos"
52009,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1740,,"Lima, Pantaleão das Neves"
52010,S André e Santana,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1740,,"Faria, Antônio Correa de"
50621,NS da Conceição e Graça,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,"Brito, Antônio"
50623,S João Batista,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,"Fonseca, Antônio da Costa da"
50624,S Miguel o Anjo e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,"Loureiro, Domingos Fernandes"
50630,S José S Antônio e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1740,,"Ferreira, Manoel Gonçalves"
50631, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,
50632,NS da Penha da França e Boa Hora,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,"Santos, Francisco Borges dos"
8704,NS das Necessidades Bonsucesso e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1741,332,"Paiva, Jerônimo de"
8706,Jesus Maria José e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1741,324,"Delgado, Manoel André Pinto"
8708,NS do Carmo e S Elias,"Bahia, port unspecified",Luanda,"Pernambuco, port unspecified",1741,,"Marques, Domingos"
8711,NS das Mercês S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1741,315,"Santos, Manoel Antônio dos<br/> Nunes, António Ferreira"
8716,NS de Nazaré S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1741,387,"Silva, Simão da"
8717,NS dos Remédios e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1741,,"Dias, José dos Santos"
8722,NS da Boa Viagem e Santana,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1741,,"Costa, Antônio Franco da"
41058,Santana e S Francisco Xavier,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1741,,"Miranda, João Batista de"
47478,Bom Jesus da Confiança e NS da Penha de França,"Bahia, port unspecified",Epe,"Bahia, port unspecified",1741,,"Maciel, Manoel Dias"
47485, ,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1741,,"Cruz, Francisco Lopes da"
52008,NS do Livramento S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1741,406,"Álvares, Afonso"
52014,NS da Ajuda e Bom Jesus de Bouças,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1741,,"Pereira, José Álvares<br/> Braga, Manoel da Costa"
50622,NS do Pilar S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1741,303,"Cruz, Domingos Luís da"
50628,S Isabel Rainha de Portugal e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1741,269,"Fortes, Antônio da Silva"
50638,NS do Rosario e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1741,,"Monteiro, Antônio Nogueira"
8723,S Domingos e NS do Rosario,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1742,416,"Porto, João Luís"
8727,NS da Conceição,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1742,436,"Rochas, Antônio da"
8730,NS do Monte do Carmo e S João Batista,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1742,,"Vale, Francisco do"
8731,NS da Saúde e S Domingos,"Pernambuco, port unspecified",Luanda,"Bahia, port unspecified",1742,286,"Farto, Manoel Rodrigues"
8734,NS do Monte do Carmo e S Elias,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1742,,"Marques, Antônio"
8736,S João Batista e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1742,548,"Santos, Pedro Francisco dos<br/> Cobre, Francisco Lopes"
8738,NS dos Remédios e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1742,,"Marques, Domingos"
8740,Jesus Maria José e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1742,422,"Silva, Faustino Luís da"
41059,NS da Conceição e Santana,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1742,,"Carvalho, Antônio Ferreira"
41061,S Antônio e S Francisco Xavier,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1742,,"Carvalho, Caetano Francisco"
46702,NS da Aparecida e S José,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1742,,"Santos, João da Silva"
49495,S José S Antônio e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1742,98,"Castelo, Luís"
48048,Bom Jesus de Vilanova e NS do Pilar,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1742,,"Correa, Alexandre Pinto"
